"Satisfacao","Genero","Tipo","Distancia","WiFi","Comida_Bebida","Limpeza"
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",413,1,1,1
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1315,3,3,3
"Satisfeito","Masculino","Cliente Fiel",1609,5,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",950,2,3,2
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",482,3,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1182,2,4,4
"Satisfeito","Masculino","Cliente Fiel",235,4,2,5
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",554,3,4,4
"Satisfeito","Feminino","Cliente Fiel",1133,2,3,1
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",300,1,4,2
"Satisfeito","Masculino","Cliente Fiel",145,5,5,5
"Satisfeito","Feminino","Cliente Nao Fiel",895,4,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",546,3,1,1
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1197,5,4,5
"Satisfeito","Feminino","Cliente Fiel",1793,3,5,3
"Satisfeito","Masculino","Cliente Fiel",2819,5,3,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",3784,1,1,1
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",2363,2,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",986,2,5,5
"Satisfeito","Masculino","Cliente Fiel",983,1,2,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",265,1,4,4
"Satisfeito","Feminino","Cliente Fiel",2565,2,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",373,2,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",715,2,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1205,2,4,4
"Satisfeito","Masculino","Cliente Fiel",3183,4,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",3301,4,2,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",139,3,3,4
"Satisfeito","Masculino","Cliente Fiel",252,0,3,1
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",2212,1,1,2
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",1521,2,4,4
"Satisfeito","Feminino","Cliente Nao Fiel",259,5,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",190,2,3,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",391,3,3,4
"Satisfeito","Masculino","Cliente Fiel",2182,3,4,4
"Satisfeito","Feminino","Cliente Fiel",3930,4,2,4
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",767,3,4,4
"Satisfeito","Feminino","Cliente Fiel",351,5,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",102,4,5,5
"Satisfeito","Masculino","Cliente Nao Fiel",719,5,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",352,2,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",306,2,4,4
"Satisfeito","Feminino","Cliente Fiel",2212,4,2,3
"Satisfeito","Masculino","Cliente Fiel",2149,3,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",368,2,3,3
"Satisfeito","Masculino","Cliente Fiel",302,5,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",280,4,1,1
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",621,2,2,2
"Satisfeito","Feminino","Cliente Fiel",526,3,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",447,3,4,4
"Satisfeito","Feminino","Cliente Fiel",2481,2,5,1
"Satisfeito","Masculino","Cliente Nao Fiel",1012,5,4,4
"Satisfeito","Feminino","Cliente Fiel",194,5,1,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",304,3,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1144,2,2,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1689,3,2,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",507,3,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",482,3,4,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",3529,2,5,1
"Satisfeito","Masculino","Cliente Fiel",3018,2,1,1
"Satisfeito","Feminino","Cliente Fiel",1119,4,4,4
"Satisfeito","Masculino","Cliente Fiel",965,4,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",452,1,1,1
"Satisfeito","Feminino","Cliente Fiel",2133,3,3,3
"Satisfeito","Masculino","Cliente Nao Fiel",395,0,5,5
"Satisfeito","Feminino","Cliente Fiel",3168,2,4,4
"Satisfeito","Masculino","Cliente Fiel",248,0,2,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",570,2,3,4
"Satisfeito","Feminino","Cliente Fiel",2486,1,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",223,1,1,1
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",678,3,4,4
"Satisfeito","Feminino","Cliente Fiel",3989,0,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",308,3,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1598,3,5,3
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",817,3,2,2
"Satisfeito","Masculino","Cliente Fiel",1506,4,4,4
"Satisfeito","Feminino","Cliente Fiel",546,5,2,2
"Satisfeito","Masculino","Cliente Fiel",2496,1,5,4
"Satisfeito","Feminino","Cliente Fiel",2572,5,5,3
"Satisfeito","Masculino","Cliente Fiel",1717,2,2,3
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",851,3,1,1
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",549,2,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",391,1,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",899,2,2,2
"Satisfeito","Feminino","Cliente Fiel",451,3,2,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",2139,1,1,3
"Satisfeito","Feminino","Cliente Fiel",3231,2,3,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",2342,4,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1747,4,1,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1558,2,2,2
"Satisfeito","Masculino","Cliente Fiel",351,1,5,5
"Satisfeito","Masculino","Cliente Fiel",227,1,4,5
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",419,2,4,4
"Satisfeito","Masculino","Cliente Fiel",2465,4,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1009,4,1,3
"Satisfeito","Masculino","Cliente Fiel",2075,1,5,4
"Satisfeito","Masculino","Cliente Fiel",3599,4,4,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",468,1,3,3
"Satisfeito","Feminino","Cliente Fiel",401,2,2,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",368,3,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",236,4,2,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",414,1,1,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",675,4,4,4
"Satisfeito","Feminino","Cliente Fiel",575,5,1,1
"Satisfeito","Feminino","Cliente Fiel",447,2,4,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",447,1,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",421,1,1,1
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",133,3,2,2
"Satisfeito","Masculino","Cliente Fiel",2643,2,4,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",235,2,1,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",3642,1,1,1
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",386,3,1,1
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",550,4,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",521,2,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",337,3,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",391,4,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",429,2,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1020,3,5,5
"Satisfeito","Masculino","Cliente Fiel",1024,5,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",2973,2,3,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",173,3,0,5
"Satisfeito","Masculino","Cliente Nao Fiel",280,5,4,4
"Satisfeito","Masculino","Cliente Fiel",1937,5,4,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1440,2,2,2
"Satisfeito","Feminino","Cliente Fiel",1616,5,3,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",447,4,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",719,2,3,4
"Satisfeito","Masculino","Cliente Fiel",588,4,5,3
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",125,2,1,1
"Satisfeito","Feminino","Cliente Fiel",143,3,3,3
"Satisfeito","Feminino","Cliente Fiel",745,5,3,3
"Satisfeito","Feminino","Cliente Fiel",1299,5,4,4
"Satisfeito","Feminino","Cliente Fiel",261,2,3,4
"Satisfeito","Feminino","Cliente Fiel",2256,5,5,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1139,2,5,5
"Satisfeito","Masculino","Cliente Fiel",765,4,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",214,2,4,4
"Satisfeito","Feminino","Cliente Fiel",612,4,3,4
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",414,1,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",873,1,4,4
"Satisfeito","Feminino","Cliente Fiel",3553,3,3,5
"Satisfeito","Feminino","Cliente Fiel",3757,4,4,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",874,3,3,5
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",201,2,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",2594,1,3,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",139,1,1,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",282,2,3,3
"Satisfeito","Feminino","Cliente Fiel",2083,2,5,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",447,2,1,1
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",255,2,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",328,4,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",296,3,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",913,1,4,4
"Satisfeito","Feminino","Cliente Nao Fiel",1237,4,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",308,4,1,1
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",453,3,3,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1123,1,4,5
"Satisfeito","Feminino","Cliente Fiel",1012,4,5,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",236,4,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1013,4,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",733,3,5,3
"Satisfeito","Feminino","Cliente Fiel",575,5,4,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",196,3,5,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",991,2,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",591,3,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",425,4,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",1334,4,3,3
"Satisfeito","Masculino","Cliente Fiel",1121,1,3,4
"Satisfeito","Masculino","Cliente Fiel",1967,3,2,3
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",414,1,5,5
"Satisfeito","Feminino","Cliente Nao Fiel",588,4,4,4
"Satisfeito","Feminino","Cliente Fiel",2585,2,2,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",3341,4,4,4
"Satisfeito","Feminino","Cliente Nao Fiel",931,0,1,1
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",309,4,1,1
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",602,4,4,4
"Satisfeito","Feminino","Cliente Fiel",792,4,4,4
"Satisfeito","Feminino","Cliente Fiel",2081,2,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",325,1,1,1
"Satisfeito","Masculino","Cliente Fiel",1076,5,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",362,2,2,1
"Satisfeito","Masculino","Cliente Fiel",2772,3,5,5
"Satisfeito","Feminino","Cliente Fiel",674,4,1,1
"Satisfeito","Masculino","Cliente Fiel",1448,5,1,1
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",189,3,2,1
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",834,2,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",425,4,3,3
"Satisfeito","Feminino","Cliente Fiel",187,2,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",413,2,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",862,4,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",448,3,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",695,1,3,3
"Satisfeito","Feminino","Cliente Fiel",558,4,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",628,2,2,2
"Satisfeito","Masculino","Cliente Fiel",925,4,5,5
"Satisfeito","Feminino","Cliente Fiel",2586,4,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",338,2,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1120,1,4,3
"Satisfeito","Feminino","Cliente Fiel",2467,0,5,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1609,3,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",503,2,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",588,1,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",762,2,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",333,3,2,2
"Satisfeito","Masculino","Cliente Fiel",3760,2,3,5
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",937,1,5,5
"Satisfeito","Masculino","Cliente Fiel",1843,5,1,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",226,2,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",268,4,5,1
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",2454,2,2,2
"Satisfeito","Masculino","Cliente Fiel",83,1,1,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",965,3,3,3
"Satisfeito","Masculino","Cliente Fiel",2378,1,5,3
"Satisfeito","Masculino","Cliente Fiel",1276,1,3,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",448,4,2,4
"Satisfeito","Feminino","Cliente Fiel",589,2,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1041,3,4,4
"Satisfeito","Feminino","Cliente Fiel",2554,4,5,3
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",989,3,5,5
"Satisfeito","Masculino","Cliente Fiel",3402,4,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1250,3,2,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",2383,1,1,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",500,1,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",571,1,1,1
"Satisfeito","Feminino","Cliente Fiel",2373,5,4,4
"Satisfeito","Feminino","Cliente Fiel",373,2,2,3
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",223,2,1,1
"Satisfeito","Feminino","Cliente Fiel",2532,0,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1694,3,2,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",575,2,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",907,3,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",413,1,1,1
"Satisfeito","Masculino","Cliente Fiel",3675,4,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",949,2,3,3
"Satisfeito","Feminino","Cliente Fiel",481,1,2,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",516,3,1,1
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",929,4,2,2
"Satisfeito","Masculino","Cliente Nao Fiel",393,5,1,1
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",282,1,2,2
"Satisfeito","Masculino","Cliente Fiel",584,4,3,3
"Satisfeito","Feminino","Cliente Fiel",680,5,5,5
"Satisfeito","Feminino","Cliente Nao Fiel",954,5,2,2
"Satisfeito","Masculino","Cliente Fiel",861,2,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",627,2,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",954,3,1,1
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",404,2,3,3
"Satisfeito","Feminino","Cliente Fiel",2274,1,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",140,1,1,1
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1188,3,1,1
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",192,2,5,2
"Satisfeito","Masculino","Cliente Fiel",936,3,2,5
"Satisfeito","Masculino","Cliente Fiel",319,4,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",708,3,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",235,4,4,4
"Satisfeito","Masculino","Cliente Fiel",337,5,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",369,3,4,5
"Satisfeito","Masculino","Cliente Fiel",208,5,1,1
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",612,3,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",2717,3,3,2
"Satisfeito","Feminino","Cliente Fiel",399,5,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",372,3,1,1
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",479,4,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",594,3,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",488,1,5,4
"Satisfeito","Masculino","Cliente Fiel",1650,3,4,5
"Satisfeito","Feminino","Cliente Fiel",399,1,2,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",641,1,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",2288,3,3,3
"Satisfeito","Feminino","Cliente Fiel",1026,4,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",311,3,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1660,2,3,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",854,1,3,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",216,2,3,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",2655,2,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1068,3,3,3
"Satisfeito","Masculino","Cliente Fiel",2646,4,4,3
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",857,3,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",692,3,4,5
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",806,1,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",404,3,1,1
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1660,4,2,1
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",174,2,4,4
"Satisfeito","Feminino","Cliente Fiel",1535,1,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",616,2,3,3
"Satisfeito","Masculino","Cliente Nao Fiel",834,0,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",539,4,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",2182,3,1,1
"Satisfeito","Feminino","Cliente Fiel",1834,5,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",761,3,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",584,1,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",586,2,1,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",295,4,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1460,3,5,4
"Satisfeito","Feminino","Cliente Fiel",2367,3,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",583,1,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",270,2,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",296,2,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",358,1,4,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1587,3,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",548,4,4,4
"Satisfeito","Feminino","Cliente Fiel",270,1,3,5
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",496,2,5,5
"Satisfeito","Feminino","Cliente Fiel",3348,4,5,1
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",169,1,1,1
"Satisfeito","Masculino","Cliente Nao Fiel",258,0,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",369,3,3,3
"Satisfeito","Masculino","Cliente Fiel",1630,0,4,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",204,3,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",209,2,4,2
"Satisfeito","Feminino","Cliente Fiel",272,0,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",767,1,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",180,3,5,5
"Satisfeito","Feminino","Cliente Nao Fiel",237,5,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",192,2,1,1
"Satisfeito","Masculino","Cliente Fiel",1090,5,2,5
"Satisfeito","Feminino","Cliente Fiel",3003,1,1,5
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",584,3,3,3
"Satisfeito","Feminino","Cliente Fiel",3805,4,3,4
"Satisfeito","Masculino","Cliente Fiel",2577,1,4,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",2295,2,3,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1041,2,5,1
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",2329,2,3,2
"Satisfeito","Feminino","Cliente Fiel",746,3,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",247,3,3,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1111,3,3,3
"Satisfeito","Masculino","Cliente Fiel",1460,3,3,4
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",251,4,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",888,3,2,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",907,3,3,2
"Satisfeito","Feminino","Cliente Fiel",2454,2,4,5
"Satisfeito","Feminino","Cliente Fiel",3784,2,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",500,3,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",468,3,3,3
"Satisfeito","Masculino","Cliente Fiel",102,5,5,5
"Satisfeito","Masculino","Cliente Fiel",1597,3,3,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",862,1,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",192,1,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",3438,4,4,4
"Satisfeito","Feminino","Cliente Fiel",2475,5,1,1
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",231,2,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",561,2,5,5
"Satisfeito","Masculino","Cliente Fiel",1860,4,5,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",671,3,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",207,1,5,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",184,1,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",162,4,2,2
"Satisfeito","Masculino","Cliente Fiel",680,5,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",228,2,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",287,1,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1912,1,1,1
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",67,3,1,1
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",159,1,4,4
"Satisfeito","Masculino","Cliente Fiel",402,5,2,2
"Satisfeito","Masculino","Cliente Fiel",552,4,1,1
"Satisfeito","Masculino","Cliente Fiel",1096,5,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",187,1,4,4
"Satisfeito","Masculino","Cliente Fiel",1235,5,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1005,2,2,2
"Satisfeito","Masculino","Cliente Nao Fiel",152,4,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",2342,3,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",2075,3,5,5
"Satisfeito","Masculino","Cliente Fiel",3455,2,4,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",282,1,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1712,2,5,2
"Satisfeito","Feminino","Cliente Nao Fiel",769,4,1,1
"Satisfeito","Masculino","Cliente Fiel",1011,5,3,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",3932,1,2,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",594,3,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",322,3,4,4
"Satisfeito","Feminino","Cliente Fiel",930,3,4,3
"Satisfeito","Masculino","Cliente Nao Fiel",189,5,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",308,2,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",337,3,2,2
"Satisfeito","Feminino","Cliente Fiel",335,4,5,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1235,3,3,3
"Satisfeito","Feminino","Cliente Fiel",2176,3,2,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",802,1,5,5
"Satisfeito","Masculino","Cliente Fiel",599,5,3,3
"Satisfeito","Feminino","Cliente Fiel",3529,4,5,3
"Satisfeito","Feminino","Cliente Fiel",1576,3,5,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",432,4,5,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",74,3,4,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",374,3,4,4
"Satisfeito","Feminino","Cliente Fiel",1431,2,2,5
"Satisfeito","Feminino","Cliente Fiel",1216,4,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1744,3,1,1
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",191,3,3,3
"Satisfeito","Feminino","Cliente Fiel",1039,5,5,3
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",1310,2,1,1
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",391,2,4,4
"Satisfeito","Feminino","Cliente Fiel",2228,5,1,3
"Satisfeito","Feminino","Cliente Fiel",3131,4,2,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",2251,3,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",534,2,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",239,2,1,1
"Satisfeito","Masculino","Cliente Fiel",427,4,5,5
